n,image,icn factor,% nuclei,% cytoplasm,av. nuclei intensity,av. cytoplasm intensity,nuclei area,cytoplasm area,t. nuclei intensity,t. cytoplasm intensity,folder
26,GFP.tif,0.5234,34.3563,65.6437,16.482,9.3418,1334,4497,21987,42010,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
27,GFP.tif,0.2965,22.8664,77.1336,50.3067,33.9511,1141,5703,57400,193623,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
28,GFP.tif,0.9011,47.3989,52.6011,73.4298,32.4321,1389,3490,101994,113188,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
29,GFP.tif,0.3991,28.5257,71.4743,46.2739,27.9766,2238,9275,103561,259483,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
30,GFP.tif,0.3616,26.5577,73.4423,71.564,36.5256,1454,7878,104054,287749,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
31,GFP.tif,0.3735,27.1931,72.8069,118.678,77.7808,1972,8056,234033,626602,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
32,GFP.tif,0.1284,11.3802,88.6198,69.6307,34.6396,352,5510,24510,190864,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
33,GFP.tif,0.4786,32.3667,67.6333,36.3517,19.6182,1507,5835,54782,114472,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
34,GFP.tif,0.2789,21.8074,78.1926,85.5407,77.6202,1731,6840,148071,530922,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
35,GFP.tif,0.5138,33.9412,66.0588,72.0377,46.0966,3370,10250,242767,472490,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
36,GFP.tif,0.2834,22.0795,77.9205,64.5155,39.5137,2320,13368,149676,528219,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
37,GFP.tif,0.3513,25.9984,74.0016,53.9713,35.2872,942,4101,50841,144713,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
38,GFP.tif,0.3434,25.5604,74.4396,35.1118,19.1834,1843,9824,64711,188458,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
39,GFP.tif,0.3763,27.3415,72.6585,153.2782,94.2461,1348,5826,206619,549078,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
40,GFP.tif,0.246,19.7454,80.2546,125.9219,82.3289,1011,6285,127307,517437,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
41,GFP.tif,0.2455,19.7132,80.2868,78.901,60.1245,1091,5831,86081,350586,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
42,GFP.tif,0.2916,22.5767,77.4233,131.3308,77.9641,1859,10739,244144,837256,/Users/cellsignaling6/Desktop/江君HeatShock論文/ExpCellResリバイス/Jiang-san's data/201013 FHF RelA/0h/
